machine_id,timestamp,state,online
b4cc8da5-dd88-4492-8f9a-82b7f31fef1a,2026-05-29 00:00:00+00,IDLE,true
51b05e66-1679-4776-afbc-d38ca8629dc8,2026-05-29 00:00:00+00,FINISHED,true
51b05e66-1679-4776-afbc-d38ca8629dc8,2026-05-29 01:00:00+00,FINISHED,true
79ade4be-7076-4aec-bd6b-942bd3791cf0,2026-05-29 01:00:00+00,IDLE,true
c2416b33-cc2a-4f71-9bbf-3fa24d7702df,2026-05-29 01:00:00+00,IDLE,true
b4cc8da5-dd88-4492-8f9a-82b7f31fef1a,2026-05-29 01:00:00+00,IDLE,true
c2416b33-cc2a-4f71-9bbf-3fa24d7702df,2026-05-29 02:00:00+00,IDLE,true
51b05e66-1679-4776-afbc-d38ca8629dc8,2026-05-29 02:00:00+00,FINISHED,true
b4cc8da5-dd88-4492-8f9a-82b7f31fef1a,2026-05-29 02:00:00+00,IDLE,true
79ade4be-7076-4aec-bd6b-942bd3791cf0,2026-05-29 02:00:00+00,IDLE,true
79ade4be-7076-4aec-bd6b-942bd3791cf0,2026-05-29 03:00:00+00,IDLE,true
b4cc8da5-dd88-4492-8f9a-82b7f31fef1a,2026-05-29 03:00:00+00,IDLE,true
51b05e66-1679-4776-afbc-d38ca8629dc8,2026-05-29 03:00:00+00,FINISHED,true
c2416b33-cc2a-4f71-9bbf-3fa24d7702df,2026-05-29 03:00:00+00,IDLE,true
c2416b33-cc2a-4f71-9bbf-3fa24d7702df,2026-05-29 04:00:00+00,IDLE,true
51b05e66-1679-4776-afbc-d38ca8629dc8,2026-05-29 04:00:00+00,FINISHED,true
b4cc8da5-dd88-4492-8f9a-82b7f31fef1a,2026-05-29 04:00:00+00,IDLE,true
79ade4be-7076-4aec-bd6b-942bd3791cf0,2026-05-29 04:00:00+00,IDLE,true
b4cc8da5-dd88-4492-8f9a-82b7f31fef1a,2026-05-29 05:00:00+00,IDLE,true
79ade4be-7076-4aec-bd6b-942bd3791cf0,2026-05-29 05:00:00+00,IDLE,true
51b05e66-1679-4776-afbc-d38ca8629dc8,2026-05-29 05:00:00+00,FINISHED,true
c2416b33-cc2a-4f71-9bbf-3fa24d7702df,2026-05-29 05:00:00+00,IDLE,true
79ade4be-7076-4aec-bd6b-942bd3791cf0,2026-05-29 06:00:00+00,IDLE,true
b4cc8da5-dd88-4492-8f9a-82b7f31fef1a,2026-05-29 06:00:00+00,IDLE,true
51b05e66-1679-4776-afbc-d38ca8629dc8,2026-05-29 06:00:00+00,FINISHED,true
c2416b33-cc2a-4f71-9bbf-3fa24d7702df,2026-05-29 06:00:00+00,IDLE,true
79ade4be-7076-4aec-bd6b-942bd3791cf0,2026-05-29 07:00:00+00,IDLE,true
51b05e66-1679-4776-afbc-d38ca8629dc8,2026-05-29 07:00:00+00,FINISHED,true
b4cc8da5-dd88-4492-8f9a-82b7f31fef1a,2026-05-29 07:00:00+00,IDLE,true
c2416b33-cc2a-4f71-9bbf-3fa24d7702df,2026-05-29 07:00:00+00,IDLE,true
79ade4be-7076-4aec-bd6b-942bd3791cf0,2026-05-29 08:00:00+00,IDLE,true
51b05e66-1679-4776-afbc-d38ca8629dc8,2026-05-29 08:00:00+00,FINISHED,true
c2416b33-cc2a-4f71-9bbf-3fa24d7702df,2026-05-29 08:00:00+00,IDLE,true
b4cc8da5-dd88-4492-8f9a-82b7f31fef1a,2026-05-29 08:00:00+00,IDLE,true
b4cc8da5-dd88-4492-8f9a-82b7f31fef1a,2026-05-29 09:00:00+00,IDLE,true
c2416b33-cc2a-4f71-9bbf-3fa24d7702df,2026-05-29 09:00:00+00,IDLE,true
79ade4be-7076-4aec-bd6b-942bd3791cf0,2026-05-29 09:00:00+00,IDLE,true
51b05e66-1679-4776-afbc-d38ca8629dc8,2026-05-29 09:00:00+00,FINISHED,true
c2416b33-cc2a-4f71-9bbf-3fa24d7702df,2026-05-29 10:00:00+00,IDLE,true
51b05e66-1679-4776-afbc-d38ca8629dc8,2026-05-29 10:00:00+00,FINISHED,true
79ade4be-7076-4aec-bd6b-942bd3791cf0,2026-05-29 10:00:00+00,IDLE,true
b4cc8da5-dd88-4492-8f9a-82b7f31fef1a,2026-05-29 10:00:00+00,IDLE,true
b4cc8da5-dd88-4492-8f9a-82b7f31fef1a,2026-05-29 11:00:00+00,IDLE,true
51b05e66-1679-4776-afbc-d38ca8629dc8,2026-05-29 11:00:00+00,FINISHED,true
79ade4be-7076-4aec-bd6b-942bd3791cf0,2026-05-29 11:00:00+00,IDLE,true
c2416b33-cc2a-4f71-9bbf-3fa24d7702df,2026-05-29 11:00:00+00,IDLE,true
51b05e66-1679-4776-afbc-d38ca8629dc8,2026-05-29 12:00:00+00,FINISHED,true
79ade4be-7076-4aec-bd6b-942bd3791cf0,2026-05-29 12:00:00+00,IDLE,true
c2416b33-cc2a-4f71-9bbf-3fa24d7702df,2026-05-29 12:00:00+00,IDLE,true
b4cc8da5-dd88-4492-8f9a-82b7f31fef1a,2026-05-29 12:00:00+00,IDLE,true
51b05e66-1679-4776-afbc-d38ca8629dc8,2026-05-29 13:00:00+00,FINISHED,true
